Rank,ID,Title,Authors,Year,Venue,Track,Status,Primary Area,Keywords,Citations,BM25 Score,Combined Score,DOI,URL,PDF,Source,TLDR,Abstract
1,qh1goDZ0ZQ,Towards Efficient Mixture of Experts: A Holistic Study of Compression Techniques,Shwai He; Daize Dong; Liang Ding; Ang Li,2025,ICLR 2025,main,Withdraw,"other topics in machine learning (i.e., none of the above)",Mixture of Experts;Model Compression,0,23.272,0.000,,https://openreview.net/forum?id=qh1goDZ0ZQ,,offline_iclr,,"Scaling large language models has driven remarkable advancements across various
domains, yet the continual increase in model size presents significant challenges
for real-world deployment. The Mixture of Experts (MoE) architecture offers a
promising solution by dynamically selecting and activating o"
2,xaXvHdH9Y4,P-BERT: Hardware-Aware Optimization of BERT Using Evolutionary Techniques,Lim Sze Ying; Zhehui Wang; Rick Siow Mong Goh; Tao Luo,2025,ICLR 2025,main,Withdraw,"applications to computer vision, audio, language, and other modalities",Model Compression;Large Language Models;Computation Complexity;BERT;Hardware-Aware,0,22.981,0.000,,https://openreview.net/forum?id=xaXvHdH9Y4,,offline_iclr,,"Transformer-based models have emerged as the go-to standards in Natural Language Processing (NLP), revolutionizing the landscape of NLP applications. As complex models continue to proliferate, the need for more efficient computational processing becomes increasingly imperative. This has led to the r"
3,wmO7z57wNK,LLMCBench: Benchmarking Large Language Model Compression for Efficient Deployment,Ge Yang; Changyi He; Jinyang Guo; Jianyu Wu; Yifu Ding,2024,NIPS 2024,Datasets & Benchmarks,Spotlight,,Model compression;benchmark,0,22.820,0.000,,https://neurips.cc/virtual/2024/poster/97446,https://openreview.net/pdf?id=wmO7z57wNK,offline_nips,,"Although large language models (LLMs) have demonstrated their strong intelligence ability, the high demand for computation and storage hinders their practical application. To this end, many model compression techniques are proposed to increase the efficiency of LLMs. However, current researches only"
4,D5mJSNtUtv,Finite-State Autoregressive Entropy Coding for Efficient Learned Lossless Compression,Yufeng Zhang; Hang Yu; Jianguo Li; Weiyao Lin,2024,ICLR 2024,main,Spotlight,"general machine learning (i.e., none of the above)",Lossless Compression;Autoregressive Model;Acceleration;Entropy Coding;Autoencoder,0,22.699,0.000,,https://iclr.cc/virtual/2024/poster/19153,https://openreview.net/pdf?id=D5mJSNtUtv,offline_iclr,,"Learned lossless data compression has garnered significant attention recently due to its superior compression ratios compared to traditional compressors. However, the computational efficiency of these models jeopardizes their practicality. This paper proposes a novel system for improving the compres"
5,WJ5BIKfc5A,ZSMerge: Zero-Shot KV Cache Compression for Memory-Efficient Long-Context LLMs,,2026,ICLR 2026,main,Active,"foundation or frontier models, including LLMs",Large Language Models;KV Cache Compression;Memory Efficiency,0,22.415,0.000,,https://openreview.net/forum?id=WJ5BIKfc5A,,offline_iclr,,The linear growth of key-value (KV) cache memory and quadratic computational complexity in attention mechanisms pose significant bottlenecks for large language models (LLMs) in long-context processing. While existing KV cache optimization methods address these challenges through token pruning or fea
6,tS3gexmfeT,Fusion Token: Enhancing Compression and Efficiency in Language Model Tokenization,Robert Kwiatkowski; Zijian Wang; Robert Giaquinto; Varun Kumar; Xiaofei Ma,2024,ICLR 2024,main,Reject,generative models,tokenizer;large language models;compression,0,22.042,0.000,,https://openreview.net/forum?id=tS3gexmfeT,,offline_iclr,,"In the realm of language models, data encoding is pivotal, influencing efficiency and effectiveness of model training. Byte Pair Encoding (BPE) is a well-established subword tokenization technique that balances computational efficiency and linguistic expressiveness by merging frequent byte or charac"
7,4TFfiG17ec,Thanos: A Block-wise Pruning Algorithm for Efficient Large Language Model Compression,,2026,ICLR 2026,main,Active,"foundation or frontier models, including LLMs",LLM Compression;Pruning;Wanda;SparseGPT;Deep Learning;AI,0,22.030,0.000,,https://openreview.net/forum?id=4TFfiG17ec,,offline_iclr,,"This paper presents Thanos, a novel weight-pruning algorithm designed to reduce the memory footprint and enhance the computational efficiency of large language models (LLMs) by removing redundant weights while maintaining accuracy. Thanos introduces a block-wise pruning strategy with adaptive masks "
8,hYGPetyGSr,Dense2MoE: Unifying Pruning and Upcycling for Efficient Large Language Models,,2026,ICLR 2026,main,Active,"other topics in machine learning (i.e., none of the above)",Large Language Models;Mixture of Experts;Upcycling;Model Compression,0,21.250,0.000,,https://openreview.net/forum?id=hYGPetyGSr,,offline_iclr,,"The Mixture of Experts (MoE) architecture has become a mainstream design in Large Language Models (LLMs) for its ability to flexibly scale parameters while maintaining inference efficiency. However, training MoE models from scratch remains prohibitively expensive due to their high computational dema"
9,YvA8UF0I37,PV-Tuning: Beyond Straight-Through Estimation for Extreme LLM Compression,Vladimir Malinovskii; Denis Mazur; Ivan Ilin; Denis Kuznedelev; Konstantin Pavlovich Burlachenko,2024,NIPS 2024,main,Oral,natural_language_processing,Quantization;Large Language Models,0,21.194,0.000,,https://neurips.cc/virtual/2024/poster/94666,https://openreview.net/pdf?id=YvA8UF0I37,offline_nips,,"There has been significant interest in ""extreme"" compression of large language models (LLMs), i.e. to 1-2 bits per parameter, which allows such models to be executed efficiently on resource-constrained devices.  
Existing work focused on improved one-shot quantization techniques and weight represent"
10,JEqlA8N88d,"No Loss, No Gain: Gated Refinement and Adaptive Compression for Prompt Optimization",Wenhang Shi; Yiren Chen; Shuqing Bian; Xinyi Zhang; Kai Tang,2025,NIPS 2025,main,Poster,deep_learning,Large Language Models;Automatic Prompt Optimization,0,21.128,0.000,,https://openreview.net/forum?id=JEqlA8N88d,,offline_nips,,"Prompt engineering is crucial for leveraging the full potential of large language models (LLMs). While automatic prompt optimization offers a scalable alternative to costly manual design, generating effective prompts remains challenging. Existing methods often struggle to stably generate improved pr"
11,gZjPllL9jM,Efficient Multi-modal Large Language Models via Progressive Consistency Distillation,Zichen Wen; Shaobo Wang; Yufa Zhou; Junyuan Zhang; Qintong Zhang,2025,NIPS 2025,main,Poster,applications,Efficiency;Multi-model Large Language Model;Token Compression,0,21.124,0.000,,https://openreview.net/forum?id=gZjPllL9jM,,offline_nips,,"Visual tokens consume substantial computational resources in multi-modal large models (MLLMs), significantly compromising their efficiency. Recent works have attempted to improve efficiency by compressing visual tokens during training, either through modifications to model components or by introduci"
12,iY0Wi8UIjA,SLIM: Structure-aware Low-rank Inference Model,,2026,ICLR 2026,main,Active,"foundation or frontier models, including LLMs",Post-training Model Compression,0,21.088,0.000,,https://openreview.net/forum?id=iY0Wi8UIjA,,offline_iclr,,"This paper introduces a new method for the low-rank compression of large language models. Existing techniques typically compress the weights individually, overlooking the internal dependencies within a transformer block. To address this limitation, we formulate a joint optimization problem to find t"
13,UDCiCnVGhq,LaCo: Efficient Layer-wise Compression of Visual Tokens for Multimodal Large Language Models,,2026,ICLR 2026,main,Active,"foundation or frontier models, including LLMs",Multimodal Large Language Models;Vision Encoder;Vision Token Compression,0,20.986,0.000,,https://openreview.net/forum?id=UDCiCnVGhq,,offline_iclr,,"Existing visual token compression methods for Multimodal Large Language Models (MLLMs) predominantly operate as post-encoder modules, limiting efficiency.
% limiting their potential for efficiency gains.
To address this limitation, we propose LaCo (Layer-wise Visual Token Compression), a novel frame"
14,uhFx1RGD1g,"Less Is More, but Where? Dynamic Token Compression via LLM-Guided Keyframe Prior",Yulin Li; Haokun GUI; Ziyang Fan; Junjie Wang; Bin Kang,2025,NIPS 2025,main,Poster,applications,Efficient Large Multimodal Models;Video Large Language Models;Token Pruning,0,20.962,0.000,,https://openreview.net/forum?id=uhFx1RGD1g,,offline_nips,,"Recent advances in Video Large Language Models (VLLMs) have achieved remarkable video understanding capabilities, yet face critical efficiency bottlenecks due to quadratic computational growth with lengthy visual token sequences of long videos. While existing keyframe sampling methods can improve te"
15,RRtwIvoYoh,Gradient-Constrained Training for Distributed Large Language Models,,2026,ICLR 2026,main,Active,optimization,Gradient Compression;Rate-Distortion Optimization;Distributed Training,0,20.951,0.000,,https://openreview.net/forum?id=RRtwIvoYoh,,offline_iclr,,"Computational constraints make distributed architectures essential for working with large-Language models (LLMs), while inter-node gradient synchronization often becomes a major bottleneck in the distributed parallel training. Current compression techniques mainly aim to reduce communication volume "
16,FcQdppbqDo,Efficient Low-rank and Sparse Approximation and Adaptation for Large Language Models,Haoxian Chen; Likang Wu; Ming He; Jianping Fan; Limin Wang,2026,ICLR 2026,main,Withdraw,"applications to computer vision, audio, language, and other modalities",large language models;model compression;efficient fine-tuning,0,20.668,0.000,,https://openreview.net/forum?id=FcQdppbqDo,,offline_iclr,,"Large Language Models (LLMs) have recently emerged as a significant advancement in natural language processing; however, their large scale and computational complexity make deployment a challenge. Model pruning has emerged as a post-training strategy to reduce LLMs' memory and computation needs. Des"
17,gm65gK3uOJ,Glance2Gaze: Efficient Vision-Language Models from Glance Fusion to Gaze Compression,Juan Chen; Honglin liu; Yingying Ao; Ting Zhang; Yan Huang,2025,NIPS 2025,main,Poster,deep_learning,Multimodal large language models; Vision-Language Models;,0,20.555,0.000,,https://openreview.net/forum?id=gm65gK3uOJ,,offline_nips,,"Vision-language models heavily rely on visual representations, yet ensuring its efficiency remains a critical challenge. Most existing approaches focus on reducing visual tokens either at the visual encoder phase or during the LLM decoder stage. Inspired by human visual cognition, where an initial g"
18,erGq3kjCmy,Layer-wise Sensitivity-aware Sparsity Allocation for Efficient LLM Inference,,2026,ICLR 2026,main,Active,optimization,LLM compression;Sparsification;Sensitivity analysis;Dynamic programming;Hierarchical optimization,0,20.510,0.000,,https://openreview.net/forum?id=erGq3kjCmy,,offline_iclr,,"Large Language Model (LLM) inference presents substantial computational challenges when executed on commodity hardware, thereby necessitating the development of efficient acceleration techniques. While existing approaches predominantly focus on uniform compression strategies, they neglect the hetero"
19,EbIL1Po0Vf,Deep Low Rank Projector for KV Cache Compression,Suhyun Kang; Yujee Song; Kyenghun Lee; Hyeonmok Ko,2026,ICLR 2026,main,Withdraw,"foundation or frontier models, including LLMs",Large Language Model;KV Cache Compression;Deep Linear Network,0,20.483,0.000,,https://openreview.net/forum?id=EbIL1Po0Vf,,offline_iclr,,"Large Language Models (LLMs) have become integral to a wide range of natural language processing tasks. A key component enabling fast autoregressive inference in LLMs is the Key-Value~(KV) cache, which stores hidden states across decoding steps. However, the KV cache imposes substantial memory overh"
20,yOs12gdsaL,Efficient Prompt Compression with Evaluator Heads for Long-Context Transformer Inference,Weizhi Fei; Xueyan Niu; XIE GUOQING; Yingqing Liu; Bo Bai,2025,NIPS 2025,main,Spotlight,deep_learning,large language model;attention mechanism;long context inference;prompt compression,0,20.396,0.000,,https://openreview.net/forum?id=yOs12gdsaL,,offline_nips,,"Although applications involving long-context inputs are crucial for the effective utilization of large language models (LLMs), they also result in increased computational costs and reduced performance. To address this challenge, we propose an efficient, training-free prompt compression method that r"
21,p7vJ3wsm34,KV-Distill: Nearly Lossless Context Compression for Transformers,Vivek Chari; Guanghui Qin; Benjamin Van Durme,2025,ICLR 2025,main,Withdraw,"transfer learning, meta learning, and lifelong learning",distillation;long context;efficiency;LLM;compression,0,20.257,0.000,,https://openreview.net/forum?id=p7vJ3wsm34,,offline_iclr,,"Sequence-to-sequence natural language tasks often benefit greatly from long contexts, but the quadratic complexity of self-attention renders usage of long contexts non-trivial. In particular, during generation, temporary representations (stored in the KV cache) account for a large portion of GPU mem"
22,LNYIUouhdt,SVD-LLM: Truncation-aware Singular Value Decomposition for Large Language Model Compression,Xin Wang; Yu Zheng; Zhongwei Wan; Mi Zhang,2025,ICLR 2025,main,Poster,"foundation or frontier models, including LLMs",Large Language Model; Post-training Model Compression,0,20.250,0.000,,https://iclr.cc/virtual/2025/poster/30003,https://openreview.net/pdf?id=LNYIUouhdt,offline_iclr,,"The advancements in Large Language Models (LLMs) have been hindered by
their substantial sizes, which necessitates LLM compression methods for practical
deployment. Singular Value Decomposition (SVD) offers a promising solution for
LLM compression. However, state-of-the-art SVD-based LLM compression"
23,8EfxjTCg2k,MoDeGPT: Modular Decomposition for Large Language Model Compression,Chi-Heng Lin; Shangqian Gao; James Seale Smith; Abhishek Patel; Shikhar Tuli,2025,ICLR 2025,main,Oral,"foundation or frontier models, including LLMs",LLM;model compression;matrix decomposition,0,20.237,0.000,,https://iclr.cc/virtual/2025/poster/30778,https://openreview.net/pdf?id=8EfxjTCg2k,offline_iclr,,"Large Language Models (LLMs) have significantly advanced AI with their exceptional performance across a wide range of tasks. However, their extensive computational requirements restrict their use on devices with limited resources.
While recent compression methods based on low-rank matrices show pote"
24,BRDgQzdtWr,HAPPI: Efficient KV cache compression with Hadamard PCA-based Power iteration,,2026,ICLR 2026,main,Active,"other topics in machine learning (i.e., none of the above)",Low-rank approximation;KV Cache Compression;LLM Inference Optimization,0,20.119,0.000,,https://openreview.net/forum?id=BRDgQzdtWr,,offline_iclr,,"Truncated Singular Value Decomposition (SVD) has recently attracted renewed attention for its effectiveness in model optimizations, such as LoRA initialization and KV-cache compression. However, exact SVD remains computationally expensive, while approximate methods like power iteration often introdu"
25,6AWWE08NnN,CompLLM: Compression for Long Context Q&A,,2026,ICLR 2026,main,Active,generative models,Large Language Models;Long-context;Context-based Q&A;Efficiency;Compression,0,20.027,0.000,,https://openreview.net/forum?id=6AWWE08NnN,,offline_iclr,,"Large Language Models (LLMs) face significant computational challenges when processing long contexts due to the quadratic complexity of self-attention. While soft context compression methods, which map input text to smaller latent representations, have shown promise, their real-world adoption is lim"
26,Kml0FCdUl5,TGRS: Teacher-Guided Rank-Sensitive Quantization for Large Language Models,Sinuo Fan; Yingjie Lao,2026,ICLR 2026,main,Withdraw,"infrastructure, software libraries, hardware, systems, etc.",large language model;quantization;compression;edge deployment;budget-aware allocation,0,19.941,0.000,,https://openreview.net/forum?id=Kml0FCdUl5,,offline_iclr,,"Compression techniques such as quantization and low-rank approximation have enabled large language models (LLMs) to run on resource-constrained hardware, but they often fall short in capturing the heterogeneous sensitivity of model components. In this paper, we propose **Teacher-Guided Rank Sensitiv"
27,S1x6ueSKPr,Extreme Language Model Compression with Optimal Subwords and Shared Projections,Sanqiang Zhao; Raghav Gupta; Yang Song; Denny Zhou,2020,ICLR 2020,main,Withdraw,,NLP;BERT;Knowledge Distillation;Model Compression;Language Modeling,0,19.782,0.000,,https://openreview.net/forum?id=S1x6ueSKPr,,offline_iclr,We present novel distillation techniques that enable training student models with different vocabularies and compress BERT by 60x with minor performance drop.,"Pre-trained deep neural network language models such as ELMo, GPT, BERT and XLNet have recently achieved state-of-the-art performance on a variety of language understanding tasks. However, their size makes them impractical for a number of scenarios, especially on mobile and edge devices. In particul"
28,COowwJOAZi,Cache Me If You Must: Adaptive Key-Value Quantization for Large Language Models,Alina Shutova; Vladimir Malinovskii; Vage Egiazarian; Denis Kuznedelev; Denis Mazur,2025,ICML 2025,main,Poster,deep_learning->large_language_models,Key-Value Cache Quantization;Compression,0,19.631,0.000,,https://icml.cc/virtual/2025/poster/46067,https://openreview.net/pdf?id=COowwJOAZi,offline_icml,,"Efficient real-world deployments of large language models (LLMs) rely on Key-Value (KV) caching for processing and generating long outputs, reducing the need for repetitive computation. For large contexts, Key-Value caches can take up tens of gigabytes of device memory, as they store vector represen"
29,uRBKM7Ykeh,VisionSelector: End-to-End Learnable Visual Token Compression for Efficient Multimodal LLMs,,2026,ICLR 2026,main,Active,"applications to computer vision, audio, language, and other modalities",Token Compression; Efficient MLLMs; Long Context,0,19.628,0.000,,https://openreview.net/forum?id=uRBKM7Ykeh,,offline_iclr,,Multimodal Large Language Models (MLLMs) encounter significant computational and memory bottlenecks from the massive number of visual tokens generated by high-resolution images or multi-image inputs. Previous token compression techniques are often constrained by heuristic rules that risk discarding 
30,pGOBEYcXzs,Mixture of Scales: Memory-Efficient Token-Adaptive Binarization for Large Language Models,Dongwon Jo; Taesu Kim; Yulhwa Kim; Jae-Joon Kim,2024,NIPS 2024,main,Poster,natural_language_processing,Large Language Models;Binarization;Quantization;Model Compression;Efficient LLM,0,19.619,0.000,,https://neurips.cc/virtual/2024/poster/93569,https://openreview.net/pdf?id=pGOBEYcXzs,offline_nips,,"Binarization, which converts weight parameters to binary values, has emerged as an effective strategy to reduce the size of large language models (LLMs). However, typical binarization techniques significantly diminish linguistic effectiveness of LLMs.
To address this issue, we introduce a novel bina"
31,5mCaITRTmO,Extreme Compression of Large Language Models via Additive Quantization,Vage Egiazarian; Andrei Panferov; Denis Kuznedelev; Elias Frantar; Artem Babenko,2024,ICML 2024,main,Poster,,,0,19.567,0.000,,https://icml.cc/virtual/2024/poster/34964,https://openreview.net/pdf?id=5mCaITRTmO,offline_icml,,"The emergence of accurate open large language models (LLMs) has led to a race towards performant quantization techniques which can enable their execution on end-user devices. In this paper, we revisit the problem of ``extreme'' LLM compression---defined as targeting extremely low bit counts, such as"
