Rank,ID,Title,Authors,Year,Venue,Track,Status,Primary Area,Keywords,Citations,BM25 Score,Combined Score,DOI,URL,PDF,Source,TLDR,Abstract
1,Xe6UmKMInx,Latent Diffusion with LLMs for Reasoning,Yi Hung Lim; Mohammad Mohammadi Amiri,2025,ICLR 2025,main,Reject,"foundation or frontier models, including LLMs",Large Language Models;Latent Diffusion;Reasoning,0,21.280,0.000,,https://openreview.net/forum?id=Xe6UmKMInx,,offline_iclr,,"Despite the widespread adoption of large language models with hundreds of billions of parameters, these models still struggle on complex reasoning benchmarks. In this paper, we argue that the autoregressive nature of current language models are not suited for reasoning due to fundamental limitations"
2,OsZr5T7Cd0,ParallelBench: Understanding the Trade-offs of Parallel Decoding in Diffusion LLMs,,2026,ICLR 2026,main,Active,"foundation or frontier models, including LLMs",diffusion LLMs;parallel decoding;benchmark,0,20.550,0.000,,https://openreview.net/forum?id=OsZr5T7Cd0,,offline_iclr,,"While most autoregressive LLMs are constrained to one-by-one decoding, diffusion LLMs (dLLMs) have attracted growing interest for their potential to dramatically accelerate inference through parallel decoding. Despite this promise, the conditional independence assumption in dLLMs causes parallel dec"
3,2025.naacl-long.532,Private Synthetic Text Generation with Diffusion Models,Sebastian Ochs; Ivan Habernal,2025,NAACL 2025,main,Long,,,0,19.324,0.000,,https://aclanthology.org/2025.naacl-long.532/,https://aclanthology.org/2025.naacl-long.532.pdf,offline_naacl,,"How capable are diffusion models of generating synthetics texts? Recent research shows their strengths, with performance reaching that of auto-regressive LLMs. But are they also good in generating synthetic data if the training was under differential privacy? Here the evidence is missing, yet the pr"
4,2024.findings-emnlp.117,Are LLMs Aware that Some Questions are not Open-ended?,Dongjie Yang; Hai Zhao,2024,EMNLP 2024,main,finding,,,0,18.986,0.000,,https://aclanthology.org/2024.findings-emnlp.117/,https://aclanthology.org/2024.findings-emnlp.117.pdf,offline_emnlp,,"Large Language Models (LLMs) have shown the impressive capability of answering questions in a wide range of scenarios. However, when LLMs face different types of questions, it is worth exploring whether LLMs are aware that some questions have limited answers and need to respond more deterministicall"
5,uZ5K4HeNwd,Beyond Autoregression: Fast LLMs via Self-Distillation Through Time,Justin Deschenaux; Caglar Gulcehre,2025,ICLR 2025,main,Poster,generative models,language modeling;LLM;diffusion models;discrete diffusion models;diffusion language models;distillation,0,18.805,0.000,,https://iclr.cc/virtual/2025/poster/27972,https://openreview.net/pdf?id=uZ5K4HeNwd,offline_iclr,,"Autoregressive (AR) Large Language Models (LLMs) have demonstrated significant success across numerous tasks. However, the AR modeling paradigm presents certain limitations; for instance, contemporary autoregressive LLMs are trained to generate one token at a time, which can result in noticeable lat"
6,gzqrANCF4g,Language Model Beats Diffusion - Tokenizer is key to visual generation,Lijun Yu; Jose Lezama; Nitesh Bharadwaj Gundavarapu; Luca Versari; Kihyuk Sohn,2024,ICLR 2024,main,Poster,generative models,language model;diffusion model;video generation;visual tokenization,0,18.555,0.000,,https://iclr.cc/virtual/2024/poster/18119,https://openreview.net/pdf?id=gzqrANCF4g,offline_iclr,,"While Large Language Models (LLMs) are the dominant models for generative tasks in language, they do not perform as well as diffusion models on image and video generation. To effectively use LLMs for visual generation, one crucial component is the visual tokenizer that maps pixel-space inputs to dis"
7,R5xozf2ZoP,Not All Noises Are Created Equally: Diffusion Noise Selection and Optimization,Zipeng Qi; Bai LiChen; Haoyi Xiong; Zeke Xie,2025,ICLR 2025,main,Withdraw,generative models,Diffusion Models;Optimization;Generative AI;Text-to-Image Generation,0,18.377,0.000,,https://openreview.net/forum?id=R5xozf2ZoP,,offline_iclr,,Diffusion models that can generate high-quality data from randomly sampled Gaussian noises have become the mainstream generative method in academia and industry. Are randomly sampled Gaussian noises equally effective for diffusion models? Some methods explore the impact of noise variations on the re
8,2024.emnlp-main.651,Pragmatic Norms Are All You Need – Why The Symbol Grounding Problem Does Not Apply to LLMs,Reto Gubelmann,2024,EMNLP 2024,main,Main,,,0,18.256,0.000,,https://aclanthology.org/2024.emnlp-main.651/,https://aclanthology.org/2024.emnlp-main.651.pdf,offline_emnlp,,"Do LLMs fall prey to Harnad’s symbol grounding problem (SGP), as it has recently been claimed? We argue that this is not the case. Starting out with countering the arguments of Bender and Koller (2020), we trace the origins of the SGP to the computational theory of mind (CTM), and we show that it on"
9,2025.acl-long.1156,Prediction Hubs are Context-Informed Frequent Tokens in LLMs,Beatrix Miranda Ginn Nielsen; Iuri Macocco; Marco Baroni,2025,ACL 2025,main,Long,,,0,17.909,0.000,,https://aclanthology.org/2025.acl-long.1156/,https://aclanthology.org/2025.acl-long.1156.pdf,offline_acl,,"Hubness, the tendency for a few points to be among the nearest neighbours of a disproportionate number of other points, commonly arises when applying standard distance measures to high-dimensional data, often negatively impacting distance-based analysis. As autoregressive large language models (LLMs"
10,dAeET8gxqg,Large Language Models Assume People are More Rational than We Really are,Ryan Liu; Jiayi Geng; Joshua Peterson; Ilia Sucholutsky; Thomas L. Griffiths,2025,ICLR 2025,main,Poster,applications to neuroscience & cognitive science,Large Language Models;Rationality;Cognitive Models;Psychology,0,17.890,0.000,,https://iclr.cc/virtual/2025/poster/29001,https://openreview.net/pdf?id=dAeET8gxqg,offline_iclr,,"In order for AI systems to communicate effectively with people, they must understand how we make decisions. However, people's decisions are not always rational, so the implicit internal models of human decision-making in Large Language Models (LLMs) must account for this. Previous empirical evidence"
