Rank,ID,Title,Authors,Year,Venue,Track,Status,Primary Area,Keywords,Citations,BM25 Score,Combined Score,DOI,URL,PDF,Source,TLDR,Abstract
1,Qr9TjKYzjl,Small features matter: Robust representation for world models,Zarif Ikram; Miranda Anna Christ; Ling Pan; Dianbo Liu,2025,ICLR 2025,main,Reject,"unsupervised, self-supervised, semi-supervised, and supervised representation learning",Representation learning;model based reinforcement learning;world models,0,13.224,0.000,,https://openreview.net/forum?id=Qr9TjKYzjl,,offline_iclr,,"In Model-Based Reinforcement Learning (MBRL), an agent learns to make decisions by building a world model that predicts the environment's dynamics. The accuracy of this world model is crucial for generalizability and sample efficiency. Many works rely on pixel-level reconstruction, which may focus o"
2,8BJl6LQgW5,Visual Representation Learning for World Models by Predicting Fine-Grained Motion,Zhao-Han Peng; Shaohui Li; Zhi Li; Yu LIU; You He,2025,ICLR 2025,main,Withdraw,reinforcement learning,world models;model-based reinforcement learning;visual representation learning,0,12.828,0.000,,https://openreview.net/forum?id=8BJl6LQgW5,,offline_iclr,,"Originating from model-based reinforcement learning (MBRL) methods, algorithms based on world models have been widely applied to boost sample efficiency in visual environments. However, existing world models often struggle with irrelevant background information and omit moving tiny objects that can "
3,3sWghzJvGd,Towards Unraveling and Improving Generalization in World Models,Qiaoyi Fang; Weiyu Du; Hang Wang; Junshan Zhang,2024,NIPS 2024,main,Reject,reinforcement_learning,world models;reinforcement learning;generalization,0,12.467,0.000,,https://openreview.net/forum?id=3sWghzJvGd,,offline_nips,,"World model has recently emerged as a promising approach to reinforcement learning (RL), as evidenced by its great successes that world model based agents exhibit state-of-the-art performance on a wide range visual control tasks. In this study, we aim to first obtain a clear understanding of the gen"
4,k7nYm2yU5i,Towards Understanding Robustness and Generalization in World Models,Qiaoyi Fang; Weiyu Du; Hang Wang; Junshan Zhang,2025,ICLR 2025,main,Withdraw,reinforcement learning,World models;robustness;generalization;model-based reinforcement learning,0,12.428,0.000,,https://openreview.net/forum?id=k7nYm2yU5i,,offline_iclr,,"World model has recently emerged as a promising approach to reinforcement learning (RL), as evidenced by the recent successes that world model based agents achieve state-of-the-art performance on a wide range of visual control tasks. This work aims to obtain a deep understanding of the robustness an"
5,W7WUJTGByR,Flow Equivariant World Modeling for Partially Observed Dynamic Environments,,2026,ICLR 2026,main,Active,generative models,World Model;Memory;Partial Observability;Equivariance;Structured Representation Learning,0,12.131,0.000,,https://openreview.net/forum?id=W7WUJTGByR,,offline_iclr,,"Embodied systems experience the world as 'a symphony of flows': a combination of many continuous streams of sensory input coupled to self-motion, interwoven with the motion of external objects. These streams obey smooth, time-parameterized symmetries, which combine through a precisely structured alg"
6,7DtgxVZGj-y,Contrastive Unsupervised Learning of World Model with Invariant Causal Features,Rudra P. K. Poudel; Harit Pandya; Roberto Cipolla,2023,ICLR 2023,main,Reject,,world models;causality;contrastive learning;model-based reinforcement learning;reinforcement learning;out-of-distribution generalisation;sim-to-real transfer;robot navigation,0,12.095,0.000,,https://openreview.net/forum?id=7DtgxVZGj-y,,offline_iclr,"We present a world model, which learns the causal features using invariance principle and achieves state-of-the-art performance on out-of-distribution generalisation.","In this paper we present a world model, which learns the causal features using invariance principle. We use contrastive unsupervised learning to learn the invariant causal features, which enforces invariance across augmentations of irrelevant parts or styles of the observation. Since the world model"
7,353,Contrastive ground-level image and remote sensing pre-training improves representation learning for natural world imagery,Andy V Huynh*; Lauren Gillespie; Jael Lopez-Saucedo; Claire Tang; Rohan Sikand,2024,ECCV 2024,main,Poster,,,0,12.038,0.000,,https://eccv2024.ecva.net//virtual/2024/poster/353,https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/10352.pdf,offline_eccv,,"""Multimodal image-text contrastive learning has shown that joint representations can be learned across modalities. Here, we show how leveraging multiple views of image data with contrastive learning can improve downstream fine-grained classification performance for species recognition, even when one"
8,9981405,DreamingV2: Reinforcement Learning with Discrete World Models without Reconstruction,Masashi Okada; Tadahiro Taniguchi; Masashi Okada; Tadahiro Taniguchi,2022,IROS 2022,main,Poster,,,0,11.959,0.000,,https://ieeexplore.ieee.org/document/9981405/,,offline_iros,,"The present paper proposes a novel reinforce-ment learning method with world models, DreamingV2, a collaborative extension of DreamerV2 and Dreaming. Dream- erV2 is a cutting-edge model-based reinforcement learning from pixels that uses discrete world models to represent latent states with categoric"
9,TLXp0scq3x,Clone Deterministic 3D Worlds with Geometrically Regularized World Models,Zaishuo Xia; Yukuan Lu; Xinyi Li; Yifan Xu; Yubei Chen,2026,ICLR 2026,main,Withdraw,generative models,World Models; Generative Models,0,11.817,0.000,,https://openreview.net/forum?id=TLXp0scq3x,,offline_iclr,,"A world model is an internal model that simulates how the world evolves. Given past observations and actions, it predicts the future physical state of both the embodied agent and its environment. Accurate world models are essential for enabling agents to think, plan, and reason effectively in comple"
10,H1gax6VtDB,Contrastive Learning of Structured World Models,Thomas Kipf; Elise van der Pol; Max Welling,2020,ICLR 2020,main,Talk,,state representation learning;graph neural networks;model-based reinforcement learning;relational learning;object discovery,0,11.766,0.000,,https://openreview.net/forum?id=H1gax6VtDB,,offline_iclr,Contrastively-trained Structured World Models (C-SWMs) learn object-oriented state representations and a relational model of an environment from raw pixel input.,"A structured understanding of our world in terms of objects, relations, and hierarchies is an important component of human cognition. Learning such a structured world model from raw sensory data remains a challenge. As a step towards this goal, we introduce Contrastively-trained Structured World Mod"
