Rank,ID,Title,Authors,Year,Venue,Track,Status,Primary Area,Keywords,Citations,BM25 Score,Combined Score,DOI,URL,PDF,Source,TLDR,Abstract
1,RSvfY6dRVN,Learning and Reusing Abstract Latent Actions in a Hippocampal-Entorhinal-Inspired World Model,,2026,ICLR 2026,main,Active,applications to neuroscience & cognitive science,brain-inspired model;hippocampal-entorhinal coupling;inverse model;latent action;structural generalization;self-supervised learning,0,23.967,0.000,,https://openreview.net/forum?id=RSvfY6dRVN,,offline_iclr,,"Humans are capable of abstracting dynamic experiences into structured representations, facilitating both the inference of shared patterns by observing similar transition dynamics and the transfer of these structures across varied contexts. The hippocampal-entorhinal circuit, widely known for its rol"
2,8794144,Towards Learning Abstract Representations for Locomotion Planning in High-dimensional State Spaces,Tobias Klamt; Sven Behnke; Tobias Klamt; Sven Behnke,2019,ICRA 2019,main,Poster,,,0,23.017,0.000,,https://ieeexplore.ieee.org/document/8794144/,,offline_icra,,"Ground robots which are able to navigate a variety of terrains are needed in many domains. One of the key aspects is the capability to adapt to the ground structure, which can be realized through movable body parts coming along with additional degrees of freedom (DoF). However, planning respective l"
3,eBAMg7w96m,Understanding the Emergence of Seemingly Useless Features in Next-Token Predictors,,2026,ICLR 2026,main,Active,interpretability and explainable AI,next-token prediction;transformers;interpretability,0,22.593,0.000,,https://openreview.net/forum?id=eBAMg7w96m,,offline_iclr,,"Trained Transformers have been shown to compute abstract features that appear redundant for predicting the immediate next token. We identify which components of the gradient signal from the next-token prediction objective give rise to this phenomenon, and we propose a method to estimate the influenc"
4,czpx02orl7,Learning Abstract World Models for Value-preserving Planning with Options,Rafael Rodriguez-Sanchez; George Konidaris,2024,ICLR 2024,main,Reject,reinforcement learning,Model-based RL;Options;Temporal abstraction;State abstraction;Representation learning;reinforcement learning;MDPs,0,22.267,0.000,,https://openreview.net/forum?id=czpx02orl7,,offline_iclr,,"General-purpose agents require fine-grained controls and rich sensory inputs to perform a wide range of tasks. However, this complexity often leads to intractable decision-making. Traditionally, agents are provided with task-specific action and observation spaces to mitigate this challenge, but this"
5,a1zfcaNTkM,ExoPredicator: Learning Abstract Models of Dynamic Worlds for Robot Planning,,2026,ICLR 2026,main,Active,"neurosymbolic & hybrid AI systems (physics-informed, logic & formal reasoning, etc.)",learning abstractions for planning;neuro-symbolic ai;concept learning,0,21.881,0.000,,https://openreview.net/forum?id=a1zfcaNTkM,,offline_iclr,,"Long‑horizon embodied planning is challenging because the world does not only change through an agent’s actions: exogenous processes (e.g., water heating, dominoes cascading) unfold concurrently with the agent's actions. We propose a framework for abstract world models that jointly learns (i) symbol"
6,QOfswj7hij,VisualPredicator: Learning Abstract World Models with Neuro-Symbolic Predicates for Robot Planning,Yichao Liang; Nishanth Kumar; Hao Tang; Adrian Weller; Joshua B. Tenenbaum,2025,ICLR 2025,main,Spotlight,"neurosymbolic & hybrid AI systems (physics-informed, logic & formal reasoning, etc.)",learning abstractions for planning;neuro-symbolic ai;concept learning,0,21.805,0.000,,https://iclr.cc/virtual/2025/poster/29691,https://openreview.net/pdf?id=QOfswj7hij,offline_iclr,,"Broadly intelligent agents should form task-specific abstractions that selectively expose the essential elements of a task, while abstracting away the complexity of the raw sensorimotor space. In this work, we present Neuro-Symbolic Predicates, a first-order abstraction language that combines the st"
7,tpbtodnI1p,World Model Implanting for Test-time Adaptation of Embodied Agents,Minjong Yoo; Jinwoo Jang; Sihyung Yoon; Honguk Woo,2025,ICML 2025,main,Poster,reinforcement_learning->everything_else,Embodied AI;Model implanting;World models;Large language model,0,21.106,0.000,,https://icml.cc/virtual/2025/poster/43758,https://openreview.net/pdf?id=tpbtodnI1p,offline_icml,,"In embodied AI, a persistent challenge is enabling agents to robustly adapt to novel domains without requiring extensive data collection or retraining. To address this, we present a world model implanting framework (WorMI) that combines the reasoning capabilities of large language models (LLMs) with"
8,9340843,Graph-based Hierarchical Knowledge Representation for Robot Task Transfer from Virtual to Physical World,Zhenliang Zhang; Yixin Zhu; Song-Chun Zhu; Zhenliang Zhang; Yixin Zhu,2020,IROS 2020,main,Poster,,,0,20.791,0.000,,https://ieeexplore.ieee.org/document/9340843/,,offline_iros,,"We study the hierarchical knowledge transfer problem using a cloth-folding task, wherein the agent is first given a set of human demonstrations in the virtual world using an Oculus Headset, and later transferred and validated on a physical Baxter robot. We argue that such an intricate robot task tra"
9,GfPwZwZ9xZ,VLASim: World Modelling via VLM-Directed Abstraction and Simulation from a Single Image,,2026,ICLR 2026,main,Active,"applications to computer vision, audio, language, and other modalities",world models;video models;physical simulation;code generation,0,20.406,0.000,,https://openreview.net/forum?id=GfPwZwZ9xZ,,offline_iclr,,"Generative video models, a leading approach to world modeling, face fundamental limitations. They often violate physical and logical rules, lack interactivity, and operate as opaque black boxes ill-suited for building structured, queryable worlds. To overcome these challenges, we propose a new parad"
10,UIIi9hBNW8,"""You Are An Expert Linguistic Annotator"": Limits of LLMs as Analyzers of Abstract Meaning Representation",Allyson Ettinger; Jena D. Hwang; Valentina Pyatkin; Chandra Bhagavatula; Yejin Choi,2023,EMNLP 2023,main,Short Findings,,semantic structure;AMR;linguistic annotation;LLMs;few-shot;zero-shot,0,20.309,0.000,,https://openreview.net/forum?id=UIIi9hBNW8,,offline_emnlp,,"Large language models (LLMs) demonstrate an amazing proficiency and fluency in the $\textit{use}$ of language. Does that mean that they have also acquired insightful linguistic knowledge $\textit{about}$ the language, to an extent that they can serve as an ""expert linguistic annotator""? In this pape"
