Rank,ID,Title,Authors,Year,Venue,Track,Status,Primary Area,Keywords,Citations,BM25 Score,Combined Score,DOI,URL,PDF,Source,TLDR,Abstract
1,hidBHy1CAw,WorldGym: World Model as An Environment for Policy Evaluation,,2026,ICLR 2026,main,Active,reinforcement learning,World model;video generation;policy evaluation;generative simulators,0,13.658,0.000,,https://openreview.net/forum?id=hidBHy1CAw,,offline_iclr,,"Evaluating robot control policies is difficult: real-world testing is costly, and handcrafted simulators require manual effort to improve in realism and generality. We propose a world-model-based policy evaluation environment (WorldGym), an autoregressive, action-conditioned video generation model w"
2,169,WorldScore: A Unified Evaluation Benchmark for World Generation,Haoyi Duan; Hong-Xing Yu; Sirui Chen; Li Fei-Fei; Jiajun Wu,2025,ICCV 2025,main,Poster,,,0,12.903,0.000,,https://iccv.thecvf.com/virtual/2025/poster/169,https://openaccess.thecvf.com/content/ICCV2025/papers/Duan_WorldScore_A_Unified_Evaluation_Benchmark_for_World_Generation_ICCV_2025_paper.pdf,offline_iccv,,"We introduce the WorldScore benchmark, the first unified benchmark for world generation. We decompose world generation into a sequence of next-scene generation tasks with explicit camera trajectory-based layout specifications, enabling unified evaluation of diverse approaches from 3D and 4D scene ge"
3,yLL2oDvWSn,VideoVerse: How Far is Your T2V Generator from a World Model?,Zeqing Wang; Xinyu Wei; Bairui Li; Zhen Guo; Jinrui Zhang,2026,ICLR 2026,main,Withdraw,datasets and benchmarks,Text-to-video;evaluation;benchmark;world model,0,12.769,0.000,,https://openreview.net/forum?id=yLL2oDvWSn,,offline_iclr,,"The recent rapid advancement of Text-to-Video (T2V) generation technologies, which are critical to build ``world models'', makes the existing benchmarks increasingly insufficient to evaluate state-of-the-art T2V models. First,  current evaluation dimensions, such as per-frame aesthetic quality and t"
4,qjIq4JWFVs,VIRTUAL CELLS AS CAUSAL WORLD MODELS: A PERSPECTIVE ON EVALUATION,Tiffany Callahan; Zane Beckwith; Thomas Merth; Constantijn van der Poel; Pablo Lemos,2026,ICLR 2026,main,Withdraw,"applications to physical sciences (physics, chemistry, biology, etc.)",AI virtual cells;causal world models;causal evaluation;intervention validity;counterfactual consistency;trajectory faithfulness;mechanistic alignment;causal benchmarks;perturbation datasets;evaluation metrics;predictive accuracy vs causality;model reliability;biological simulation;taxonomy of causal metrics;trustworthy AI in biology,0,12.649,0.000,,https://openreview.net/forum?id=qjIq4JWFVs,,offline_iclr,,"This perspective argues that evaluating AI virtual cells requires moving beyond predictive accuracy toward assessing their ability to function as causal world models of biology. Existing benchmarks emphasize fit to observed data, rewarding pattern matching but failing to test responses to interventi"
5,aVK4JFpegy,Evaluating the World Model Implicit in a Generative Model,Keyon Vafa; Justin Y. Chen; Ashesh Rambachan; Jon Kleinberg; Sendhil Mullainathan,2024,NIPS 2024,main,Spotlight,evaluation,world models;large language models;evaluation,0,12.367,0.000,,https://neurips.cc/virtual/2024/poster/94550,https://openreview.net/pdf?id=aVK4JFpegy,offline_nips,,Recent work suggests that large language models may implicitly learn world models. How should we assess this possibility? We formalize this question for the case where the underlying reality is governed by a deterministic finite automaton. This includes problems as diverse as simple logical reasonin
6,1zuJZ1jGvT,Offline Reinforcement Learning with Closed-loop Policy Evaluation and Diffusion World-Model Adaptation,Zeyu Fang; Tian Lan,2025,ICLR 2025,main,Reject,reinforcement learning,reinforcement learning;offline reinforcement learning;model-based reinforcement learning;diffusion model,0,12.343,0.000,,https://openreview.net/forum?id=1zuJZ1jGvT,,offline_iclr,,"Generative models, particularly diffusion models, have been utilized as world models in offline reinforcement learning (RL) to generate synthetic data, enhancing policy learning efficiency. Current approaches either train diffusion models once before policy learning begins or rely on online interact"
7,eEdukIJ7lQ,Remote Sensing-Oriented World Model,,2026,ICLR 2026,main,Active,datasets and benchmarks,World Model;Remote Sensing,0,12.310,0.000,,https://openreview.net/forum?id=eEdukIJ7lQ,,offline_iclr,,"World models have shown potential in artificial intelligence by predicting and reasoning about world states beyond direct observations. However, existing approaches are predominantly evaluated in synthetic environments or constrained scene settings, limiting their validation in real-world contexts w"
8,ejGAytoWoe,WorldSimBench: Towards Video Generation Models as World Simulators,Yiran Qin; Zhelun Shi; Jiwen Yu; Xijun Wang; Enshen Zhou,2025,ICLR 2025,main,Reject,generative models,World Simulator;Embodied AI;Video Generation;Benchmark,0,12.126,0.000,,https://openreview.net/forum?id=ejGAytoWoe,,offline_iclr,,"Recent advancements in predictive models have demonstrated exceptional capabilities in predicting the future state of objects and scenes. However, the lack of categorization based on inherent characteristics continues to hinder the progress of predictive model development. Additionally, existing ben"
9,6PcJEFKvBD,offline_rl_ope: A Python package for off-policy evaluation of offline RL models with real world data,Joshua William Spear; Matthieu Komorowski; REBECCA POPE; Neil J Sebire,2025,ICLR 2025,main,Reject,"infrastructure, software libraries, hardware, systems, etc.",Offline RL;OPE;Python;PyTorch,0,11.928,0.000,,https://openreview.net/forum?id=6PcJEFKvBD,,offline_iclr,,offline_rl_ope is a fully unit tested and runtime type checked Python package for performing off-policy evaluation of offline RL models. offline_rl_ope has been designed for OPE workflows using real world data by: naturally handling uneven trajectory lengths; including novel convergence metrics whic
10,a3hafrDzuA,WorldModelBench: Judging Video Generation Models As World Models,Dacheng Li; Yunhao Fang; Yukang Chen; Shuo Yang; Shiyi Cao,2025,NIPS 2025,Datasets & Benchmarks,Poster,datasets_&_benchmarks_for_computer_vision,Video Generation;benchmark;world model,0,11.890,0.000,,https://openreview.net/forum?id=a3hafrDzuA,,offline_nips,,"Video generation models have rapidly progressed, positioning themselves as video world models capable of supporting decision-making applications like robotics and autonomous driving. However, current benchmarks fail to rigorously evaluate these claims, focusing only on general video quality, ignorin"
