Rank,ID,Title,Authors,Year,Venue,Track,Status,Primary Area,Keywords,Citations,BM25 Score,Combined Score,DOI,URL,PDF,Source,TLDR,Abstract
1,4p28lkk44b,Achilles' Heel of Mamba: Essential difficulties of the Mamba architecture demonstrated by synthetic data,Tianyi Chen; Pengxiao Lin; Zhiwei Wang; Zhi-Qin John Xu,2025,NIPS 2025,main,Spotlight,deep_learning,Mamba;Transformer;Deep learning,0,20.461,0.000,,https://openreview.net/forum?id=4p28lkk44b,,offline_nips,,"State Space Models (SSMs) have emerged as promising alternatives to attention mechanisms, with the Mamba architecture demonstrating impressive performance and linear complexity for processing long sequences. However, the fundamental differences between Mamba and Transformer architectures remain inco"
2,LwLaFpJpfM,Active Audio Cancellation with Multi-Band Mamba Network,Yehuda Mishaly; Lior Wolf; Eliya Nachmani,2025,ICLR 2025,main,Withdraw,"applications to computer vision, audio, language, and other modalities",Active Noise Cancellation;Audio;Speech;Mamba,0,18.342,0.000,,https://openreview.net/forum?id=LwLaFpJpfM,,offline_iclr,,"A novel deep learning approach for Active Audio Cancellation (AAC) is presented, which surpasses traditional Active Noise Cancellation (ANC) by effectively canceling any audio signal, regardless of its spectral content. We propose, for the first time, a deep learning approach to AAC using a novel mu"
3,vOfDGYGVyj,Sparse Mamba: Reinforcing Controllability In Structural State Space Models,Emadeldeen Hamdan; Hongyi Pan; Ahmet Cetin,2025,ICLR 2025,main,Withdraw,"foundation or frontier models, including LLMs",Mamba;state space models;natural language processing,0,16.440,0.000,,https://openreview.net/forum?id=vOfDGYGVyj,,offline_iclr,,"In this work, we introduce the concept of controllability and observability to the Mamba SSM's architecture in our Sparse-Mamba (S-Mamba) for natural language processing (NLP) applications. The structured state space model (SSM) development in recent studies, such as Mamba and Mamba2, outperformed a"
4,C3t6GMPnC5,Mamba State-Space Models Can Be Strong Downstream Learners,John Timothy Halloran; Manbir S Gulati; Paul F Roysdon,2024,NIPS 2024,main,Reject,deep_learning_architectures,Mamba;state-space models;in-context learning;large language models;LLMs;SSMs,0,16.360,0.000,,https://openreview.net/forum?id=C3t6GMPnC5,,offline_nips,,"Mamba state-space models (SSMs) have recently outperformed state-of-the-art (SOTA) Transformer large language models (LLMs) in various tasks and been widely adapted. However, Mamba’s downstream learning capabilities remain either unexplored–e.g., mixed-precision (MPFT) and parameter-efficient fine-t"
5,cSgEW7EZ9h,Meta-Black-Box-Optimization through Offline Q-function Learning with Mamba Architecture,Zeyuan Ma; Hongshu Guo; Zhou Jiang; Zhiguang Cao; Yue-Jiao Gong,2025,ICLR 2025,main,Withdraw,optimization,Black-Box Optimization;Dynamic Algorithm Configuration;Learning to Optimize;Offline Reinforcement Learning;Mamba,0,15.898,0.000,,https://openreview.net/forum?id=cSgEW7EZ9h,,offline_iclr,,"Recent progress in Meta-Black-Box-Optimization (MetaBBO) has demonstrated that meta-training a neural network based meta-level control policy over an optimization task distribution could significantly enhance the optimization performance of the low-level black-box optimizers. However, achieving such"
6,PQpvhUrA1C,Autoregressive Pretraining with Mamba in Vision,Sucheng Ren; Xianhang Li; Haoqin Tu; Feng Wang; Fangxun Shu,2025,ICLR 2025,main,Poster,"foundation or frontier models, including LLMs",Auto regressive Pretraining,0,15.638,0.000,,https://iclr.cc/virtual/2025/poster/29755,https://openreview.net/pdf?id=PQpvhUrA1C,offline_iclr,,"The vision community has started to build with the recently developed state space model, Mamba, as the new backbone for a range of tasks. This paper shows that Mamba's visual capability can be significantly enhanced through autoregressive pretraining, a direction not previously explored. Efficiency-"
7,i9RTCC6whL,MAMBA STATE-SPACE MODELS ARE LYAPUNOV-STABLE LEARNERS,John Timothy Halloran; Manbir S Gulati; Paul F Roysdon,2025,ICLR 2025,main,Reject,"foundation or frontier models, including LLMs",Mamba;Mamba SSMs;SSMs;LLMs;PEFT;LoRA;Transformers,0,15.510,0.000,,https://openreview.net/forum?id=i9RTCC6whL,,offline_iclr,,"Mamba state-space models (SSMs) were recently shown to outperform state-of-the-art (SOTA) Transformer large language models (LLMs) across various tasks.  Despite subsequent widespread adaptation, little work has focused on Mamba LLMs' amenability for fine-tuning frameworks ubiquitously used for Tran"
8,eDZjLPfsin,Memba: Membrane-driven Parameter-Efficient Fine-Tuning for Mamba,,2026,ICLR 2026,main,Active,"applications to computer vision, audio, language, and other modalities",Brain-inspired computing;Mamba;Fine-tuning,0,15.404,0.000,,https://openreview.net/forum?id=eDZjLPfsin,,offline_iclr,,"State Space Models (SSMs) have emerged as powerful alternatives to attention-based Transformers, with Mamba demonstrating impressive efficiency and scalability. As these models grow increasingly larger, the need for Parameter-Efficient Fine-Tuning (PEFT) methods becomes critical to adapt pre-trained"
9,SU3lZ8jrRD,Spectral Spatial Traversing in Point Clouds: Enhancing Data Analysis with Mamba Networks,Ali Bahri; Moslem Yazdanpanah; Mehrdad Noori; Sahar Dastani; Milad Cheraghalikhani,2025,ICLR 2025,main,Withdraw,"unsupervised, self-supervised, semi-supervised, and supervised representation learning",State Space Models;Masked Autoencoders;3D Point Clouds;Spectral Spatial Traversing,0,15.042,0.000,,https://openreview.net/forum?id=SU3lZ8jrRD,,offline_iclr,,"State Space Models (SSMs) such as Mamba have shown significant promise for sequence modeling in Natural Language Processing (NLP) and, more recently, computer vision. This paper presents a new methodology for both supervised and self-supervised learning using Mamba and Masked Autoencoder networks sp"
10,YDl4vqQqGP,MambaSL: Exploring Single-Layer Mamba for Time Series Classification,,2026,ICLR 2026,main,Active,learning on time series and dynamical systems,modular selective SSM;multi-head adaptive pooling;skip connection;single-layer Mamba;time series classification,0,15.016,0.000,,https://openreview.net/forum?id=YDl4vqQqGP,,offline_iclr,,"Despite recent advances in state space models (SSMs) such as Mamba across various sequence domains, research on their standalone capacity for time series classification (TSC) has remained limited. 
We propose MambaSL, a framework that minimally redesigns the selective SSM and projection layers of a "
11,uAmbHy4R8f,MBMamba: When Memory Buffer Meets Mamba for Structure-Aware Image Deblurring,,2026,ICLR 2026,main,Active,"applications to computer vision, audio, language, and other modalities",Image restoration;Image deblurring;Mamba,0,14.832,0.000,,https://openreview.net/forum?id=uAmbHy4R8f,,offline_iclr,,"The Mamba architecture has emerged as a promising alternative to CNNs and Transformers for image deblurring. However, its flatten-and-scan strategy often results in local pixel forgetting and channel redundancy, limiting its ability to effectively aggregate 2D spatial information. Although existing "
12,7ZyFjPUeJp,Self-predictive Mamba: Improving Multi-agent Reinforcement Learning with Self-predictive Encoding,Zhaohan Feng; Runqing Wang; Boxuan Zhang; Jian Sun; Fang Deng,2025,ICLR 2025,main,Reject,reinforcement learning,Sequence model;state space model;Mamba;multi-agent reinforcement learning;self-predictive representation learning,0,14.764,0.000,,https://openreview.net/forum?id=7ZyFjPUeJp,,offline_iclr,,"In multi-agent reinforcement learning (MARL), agents must collaborate to achieve team goals while only having access to limited local observations. This partial observability, coupled with the dynamic presence of other agents, renders the environment non-stationary for each agent, complicating the p"
13,yWSxjlFsmX,Is Mamba Compatible with Trajectory Optimization in Offline Reinforcement Learning?,Yang Dai; Oubo Ma; Longfei Zhang; Xingxing Liang; Shengchao Hu,2024,NIPS 2024,main,Poster,reinforcement_learning,Offline RL; Trajectory Optimization; Mamba,0,14.655,0.000,,https://neurips.cc/virtual/2024/poster/93011,https://openreview.net/pdf?id=yWSxjlFsmX,offline_nips,,"Transformer-based trajectory optimization methods have demonstrated exceptional performance in offline Reinforcement Learning (offline RL). Yet, it poses challenges due to substantial parameter size and limited scalability, which is particularly critical in sequential decision-making scenarios where"
14,KI45uDnmzv,MambaQuant: Quantizing the Mamba Family with Variance Aligned Rotation Methods,Zukang Xu; Yuxuan Yue; Xing Hu; Dawei Yang; Zhihang Yuan,2025,ICLR 2025,main,Poster,"foundation or frontier models, including LLMs",Mamba;Quantization,0,14.535,0.000,,https://iclr.cc/virtual/2025/poster/30065,https://openreview.net/pdf?id=KI45uDnmzv,offline_iclr,,"Mamba is an efficient sequence model that rivals Transformers and demonstrates significant potential as a foundational architecture for various tasks. Quantization is commonly used in neural networks to reduce model size and computational latency. However, applying quantization to Mamba remains unde"
15,KkoS6y0pHP,3DSMT: A Hybrid Spiking Mamba-Transformer for Point Cloud Analysis,,2026,ICLR 2026,main,Active,"applications to computer vision, audio, language, and other modalities",Point Cloud Analysis;Spiking neural network;Spiking Local Offset Attention;Spiking Mamba Block,0,14.512,0.000,,https://openreview.net/forum?id=KkoS6y0pHP,,offline_iclr,,"The sparse unordered structure of point clouds causes unnecessary computation and energy consumption in deep models. 
Conventionally, the Transformer architecture is leveraged to model global relationships in point clouds, however, its quadratic complexity restricts scalability. Although the Mamba a"
16,6CO8dwHl4F,Graph Mamba Operator for Learning the Dynamics of Particle-based Systems,Karn Tiwari; Niladri Dutta; Prathosh AP; N M Anoop Krishnan,2026,ICLR 2026,main,Withdraw,"applications to physical sciences (physics, chemistry, biology, etc.)",Graph Neural Network;Neural Operator;State Space Models,0,14.509,0.000,,https://openreview.net/forum?id=6CO8dwHl4F,,offline_iclr,,Modelling complex 3D dynamics---from molecular conformations to particle interactions and human motion---requires capturing dependencies spanning long temporal horizons and non-local spatial interactions. Graph neural networks (GNNs) have shown promise in spatio-temporal settings but often suffer fr
17,BZSTC2RMEd,Pruning-Robust Mamba with Asymmetric Multi-Scale Scanning Paths,Jindi Lv; Yuhao Zhou; Mingjia Shi; Zhiyuan Liang; Panpan Zhang,2025,NIPS 2025,main,Poster,deep_learning,State Space Model;Mamba;Token Reduction;Efficient AI,0,14.483,0.000,,https://openreview.net/forum?id=BZSTC2RMEd,,offline_nips,,"Mamba has proven efficient for long-sequence modeling in vision tasks. However, when token reduction techniques are applied to improve efficiency, Mamba-based models exhibit drastic performance degradation compared to Vision Transformers (ViTs).  This decline is potentially attributed to Mamba's cha"
18,6ktqrC1Bpf,bio2token: all-atom tokenization of any biomolecular structure with mamba,Andrew Liu; Axel Elaldi; Nathan Russell; Olivia Viessmann,2025,ICLR 2025,main,Reject,"applications to physical sciences (physics, chemistry, biology, etc.)",all-atom biomolecular generation;long context;auto-encoder;tokenization,0,14.464,0.000,,https://openreview.net/forum?id=6ktqrC1Bpf,,offline_iclr,,"Efficient encoding and representation of large 3D molecular structures with high fidelity is critical for biomolecular design applications. Despite this, many representation learning approaches restrict themselves to modeling smaller systems or use coarse-grained approximations of the systems, for e"
19,rnMH9njZxb,"Understanding Input Selectivity in Mamba: Impact on Approximation Power, Memorization, and Associative Recall Capacity",Ningyuan Teresa Huang; Miguel Sarabia; Abhinav Moudgil; Pau Rodriguez; Luca Zappella,2025,ICML 2025,main,Poster,deep_learning->theory,Mamba;State Space Model;Input selectivity;Function Approximation;Memorization;MQAR,0,14.294,0.000,,https://icml.cc/virtual/2025/poster/43867,https://openreview.net/pdf?id=rnMH9njZxb,offline_icml,,"State-Space Models (SSMs), and particularly Mamba, have recently emerged as a promising alternative to Transformers. Mamba introduces input selectivity to its SSM layer (S6) and incorporates convolution and gating into its block definition. While these modifications do improve Mamba's performance ov"
20,VtP7CamOR5,Mamba Neural Operator: Who Wins? Transformers vs. State-Space Models for PDEs,Chun-Wun Cheng; Jiahao Huang; Yi Zhang; Guang Yang; Carola-Bibiane Schönlieb,2025,ICLR 2025,main,Withdraw,"applications to physical sciences (physics, chemistry, biology, etc.)",Neural Operator;Deep Learning;PDEs,0,13.916,0.000,,https://openreview.net/forum?id=VtP7CamOR5,,offline_iclr,,"Partial differential equations (PDEs) are widely used to model complex physical systems, but solving them efficiently remains a significant challenge. Recently, Transformers have emerged as the preferred architecture for PDEs due to their ability to capture intricate dependencies. However, they stru"
21,KqbLzSIXkm,DiMSUM: Diffusion Mamba - A Scalable and Unified Spatial-Frequency Method for Image Generation,Hao Phung; Quan Dao; Trung Tuan Dao; Hoang Phan; Dimitris N. Metaxas,2024,NIPS 2024,main,Poster,generative_models,Diffusion models;Mamba;Wavelet transformation,0,13.785,0.000,,https://neurips.cc/virtual/2024/poster/95642,https://openreview.net/pdf?id=KqbLzSIXkm,offline_nips,,"We introduce a novel state-space architecture for diffusion models, effectively harnessing spatial and frequency information to enhance the inductive bias towards local features in input images for image generation tasks. While state-space networks, including Mamba, a revolutionary advancement in re"
22,hBVywPrw6d,MAP: Unleashing Hybrid Mamba-Transformer Vision Backbone’s Potential with Masked Autoregressive Pretraining,Yunze Liu; Li Yi,2025,ICLR 2025,main,Withdraw,"unsupervised, self-supervised, semi-supervised, and supervised representation learning",Hybrid Vision Backbone;Masked Autoregressive;Self-supervised Learning,0,13.676,0.000,,https://openreview.net/forum?id=hBVywPrw6d,,offline_iclr,,"Mamba has achieved significant advantages in long-context modeling and autoregressive tasks, but its scalability with large parameters remains a major limitation in vision applications. pretraining is a widely used strategy to enhance backbone model performance. Although the success of Masked Autoen"
23,wxEASOHHdT,Mamba-Reg: Vision Mamba Also Needs Registers,Feng Wang; Jiahao Wang; Sucheng Ren; Guoyizhe Wei; Jieru Mei,2025,ICLR 2025,main,Withdraw,"unsupervised, self-supervised, semi-supervised, and supervised representation learning",State Space Models;Mamba;Representation Learning,0,13.626,0.000,,https://openreview.net/forum?id=wxEASOHHdT,,offline_iclr,,"Similar to Vision Transformers, this paper identifies artifacts also present within the feature maps of Vision Mamba. These artifacts, corresponding to high-norm tokens emerging in low-information background areas of images, appear much more severe in Vision Mamba---they exist prevalently even with "
24,QwY1vk67T3,RoMA: Scaling up Mamba-based Foundation Models for Remote Sensing,Fengxiang Wang; Yulin Wang; Mingshuo Chen; Haotian Wang; Hongzhen Wang,2025,NIPS 2025,main,Poster,deep_learning,Autoregressive Pretraining;Mamba;Remote Sensing;Foundational Models,0,13.287,0.000,,https://openreview.net/forum?id=QwY1vk67T3,,offline_nips,,"Recent advances in self-supervised learning for Vision Transformers (ViTs) have fueled breakthroughs in remote sensing (RS) foundation models. However, the quadratic complexity of self-attention poses a significant barrier to scalability, particularly for large models and high-resolution images. Whi"
