Rank,ID,Title,Authors,Year,Venue,Track,Status,Primary Area,Keywords,Citations,BM25 Score,Combined Score,DOI,URL,PDF,Source,TLDR,Abstract
1,RSvfY6dRVN,Learning and Reusing Abstract Latent Actions in a Hippocampal-Entorhinal-Inspired World Model,,2026,ICLR 2026,main,Active,applications to neuroscience & cognitive science,brain-inspired model;hippocampal-entorhinal coupling;inverse model;latent action;structural generalization;self-supervised learning,0,23.784,0.000,,https://openreview.net/forum?id=RSvfY6dRVN,,offline_iclr,,"Humans are capable of abstracting dynamic experiences into structured representations, facilitating both the inference of shared patterns by observing similar transition dynamics and the transfer of these structures across varied contexts. The hippocampal-entorhinal circuit, widely known for its rol"
2,eBAMg7w96m,Understanding the Emergence of Seemingly Useless Features in Next-Token Predictors,,2026,ICLR 2026,main,Active,interpretability and explainable AI,next-token prediction;transformers;interpretability,0,22.473,0.000,,https://openreview.net/forum?id=eBAMg7w96m,,offline_iclr,,"Trained Transformers have been shown to compute abstract features that appear redundant for predicting the immediate next token. We identify which components of the gradient signal from the next-token prediction objective give rise to this phenomenon, and we propose a method to estimate the influenc"
3,czpx02orl7,Learning Abstract World Models for Value-preserving Planning with Options,Rafael Rodriguez-Sanchez; George Konidaris,2024,ICLR 2024,main,Reject,reinforcement learning,Model-based RL;Options;Temporal abstraction;State abstraction;Representation learning;reinforcement learning;MDPs,0,21.979,0.000,,https://openreview.net/forum?id=czpx02orl7,,offline_iclr,,"General-purpose agents require fine-grained controls and rich sensory inputs to perform a wide range of tasks. However, this complexity often leads to intractable decision-making. Traditionally, agents are provided with task-specific action and observation spaces to mitigate this challenge, but this"
4,a1zfcaNTkM,ExoPredicator: Learning Abstract Models of Dynamic Worlds for Robot Planning,,2026,ICLR 2026,main,Active,"neurosymbolic & hybrid AI systems (physics-informed, logic & formal reasoning, etc.)",learning abstractions for planning;neuro-symbolic ai;concept learning,0,21.566,0.000,,https://openreview.net/forum?id=a1zfcaNTkM,,offline_iclr,,"Long‑horizon embodied planning is challenging because the world does not only change through an agent’s actions: exogenous processes (e.g., water heating, dominoes cascading) unfold concurrently with the agent's actions. We propose a framework for abstract world models that jointly learns (i) symbol"
5,QOfswj7hij,VisualPredicator: Learning Abstract World Models with Neuro-Symbolic Predicates for Robot Planning,Yichao Liang; Nishanth Kumar; Hao Tang; Adrian Weller; Joshua B. Tenenbaum,2025,ICLR 2025,main,Spotlight,"neurosymbolic & hybrid AI systems (physics-informed, logic & formal reasoning, etc.)",learning abstractions for planning;neuro-symbolic ai;concept learning,0,21.529,0.000,,https://iclr.cc/virtual/2025/poster/29691,https://openreview.net/pdf?id=QOfswj7hij,offline_iclr,,"Broadly intelligent agents should form task-specific abstractions that selectively expose the essential elements of a task, while abstracting away the complexity of the raw sensorimotor space. In this work, we present Neuro-Symbolic Predicates, a first-order abstraction language that combines the st"
6,tpbtodnI1p,World Model Implanting for Test-time Adaptation of Embodied Agents,Minjong Yoo; Jinwoo Jang; Sihyung Yoon; Honguk Woo,2025,ICML 2025,main,Poster,reinforcement_learning->everything_else,Embodied AI;Model implanting;World models;Large language model,0,20.976,0.000,,https://icml.cc/virtual/2025/poster/43758,https://openreview.net/pdf?id=tpbtodnI1p,offline_icml,,"In embodied AI, a persistent challenge is enabling agents to robustly adapt to novel domains without requiring extensive data collection or retraining. To address this, we present a world model implanting framework (WorMI) that combines the reasoning capabilities of large language models (LLMs) with"
7,w8BnKGFIYN,Learning to Play Atari in a World of Tokens,Pranav Agarwal; Sheldon Andrews; Samira Ebrahimi Kahou,2024,ICML 2024,main,Poster,,,0,20.700,0.000,,https://icml.cc/virtual/2024/poster/32760,https://openreview.net/pdf?id=w8BnKGFIYN,offline_icml,,"Model-based reinforcement learning agents utilizing transformers have shown improved sample efficiency due to their ability to model extended context, resulting in more accurate world models. However, for complex reasoning and planning tasks, these methods primarily rely on continuous representation"
8,GfPwZwZ9xZ,VLASim: World Modelling via VLM-Directed Abstraction and Simulation from a Single Image,,2026,ICLR 2026,main,Active,"applications to computer vision, audio, language, and other modalities",world models;video models;physical simulation;code generation,0,20.434,0.000,,https://openreview.net/forum?id=GfPwZwZ9xZ,,offline_iclr,,"Generative video models, a leading approach to world modeling, face fundamental limitations. They often violate physical and logical rules, lack interactivity, and operate as opaque black boxes ill-suited for building structured, queryable worlds. To overcome these challenges, we propose a new parad"
9,Bkp_y7qxe,Unsupervised Deep Learning of State Representation Using Robotic Priors,Timothee LESORT; David FILLIAT,2017,ICLR 2017,main,Reject,,Deep learning;Computer vision;Unsupervised Learning,0,19.706,0.000,,https://openreview.net/forum?id=Bkp_y7qxe,,offline_iclr,This paper introduces a method for training a deep neural network to learn a  representation of a robot's environment state using a priori knowledge.,"Our understanding of the world depends highly on how we represent it.  Using background knowledge about its complex underlying physical rules, our brain can produce intuitive and simplified representations which it can easily use to solve problems. The approach of this paper aims to reproduce this s"
10,YeTYJz7th5,Learning Temporally AbstractWorld Models without Online Experimentation,Benjamin Freed; Siddarth Venkatraman; Guillaume Adrien Sartoretti; Jeff Schneider; Howie Choset,2023,ICML 2023,main,Poster,,,0,19.504,0.000,,https://icml.cc/virtual/2023/poster/23495,https://openreview.net/pdf?id=YeTYJz7th5,offline_icml,,"Agents that can build temporally abstract representations of their environment are better able to understand their world and make plans on extended time scales, with limited computational power and modeling capacity. However, existing methods for automatically learning temporally abstract world mode"
