Rank,ID,Title,Authors,Year,Venue,Track,Status,Primary Area,Keywords,Citations,BM25 Score,Combined Score,DOI,URL,PDF,Source,TLDR,Abstract
1,xVw8YNEtH3,Reset Method based on the Theory of Manifold Optimization on Real Manifolds,Weiping Liu; Jiajun Wang; He Li; Youfa Liu; Jingui Zou,2025,ICLR 2025,main,Reject,optimization,Manifold Optimization;Real Manifolds;Method;Deep Learning.,0,15.862,0.000,,https://openreview.net/forum?id=xVw8YNEtH3,,offline_iclr,,"Manifold optimization is prominent in the fields of applied mathematics, statistics, machine learning, and in particular, deep learning. By leveraging the intrinsic geometric properties of manifolds, constrained optimization problems can be transformed into unconstrained optimization problems on cer"
2,WA35e2vPlFT,Neural Implicit Manifold Learning for Topology-Aware Generative Modelling,Brendan Leigh Ross; Gabriel Loaiza-Ganem; Anthony L. Caterini; Jesse C Cresswell,2023,ICLR 2023,main,Reject,,Manifold Learning;Unsupervised Learning;Density Estimation;Topology;Differential Geometry;Generative Modelling,0,15.828,0.000,,https://openreview.net/forum?id=WA35e2vPlFT,,offline_iclr,We propose a new model for probability distributions on topologically complex data manifolds which learns manifolds implicitly as the set of zeros of a neural network and then learns the distribution within using a constrained energy-based model.,"Natural data observed in $\mathbb{R}^n$ is often constrained to an $m$-dimensional manifold $\mathcal{M}$, where $m < n$. Current probabilistic models represent this manifold by mapping an $m$-dimensional latent variable through a neural network $f_\theta: \mathbb{R}^m \to \mathbb{R}^n$. Such proced"
3,859646c55f,Learning a Manifold as an Atlas,Nikolaos Pitelis; Chris Russell; Lourdes Agapito,2013,CVPR 2013,main,Poster,,,0,14.567,0.000,,https://openaccess.thecvf.com/content_cvpr_2013/html/Pitelis_Learning_a_Manifold_2013_CVPR_paper.html,https://openaccess.thecvf.com/content_cvpr_2013/papers/Pitelis_Learning_a_Manifold_2013_CVPR_paper.pdf,offline_cvpr,,"In this work, we return to the underlying mathematical definition of a manifold and directly characterise learning a manifold as finding an atlas, or a set of overlapping charts, that accurately describe local structure. We formulate the problem of learning the manifold as an optimisation that simul"
4,G5g6tDg1ZE,Harpoon: Generalised Manifold Guidance for Conditional Tabular Diffusion,,2026,ICLR 2026,main,Active,generative models,Diffusion models;Conditional generation;Tabular diffusion;Manifold learning,0,14.215,0.000,,https://openreview.net/forum?id=G5g6tDg1ZE,,offline_iclr,,"Generating tabular data under conditions is critical to applications requiring precise control over the generative process. Existing methods rely on training-time strategies that do not generalise to unseen constraints during inference, and struggle to handle conditional tasks beyond tabular imputat"
5,peFP9Pl-6-_,Sampling in Constrained Domains with Orthogonal-Space Variational Gradient Descent,Ruqi Zhang; qiang liu; Xin T. Tong,2022,NIPS 2022,main,Accept,,,0,14.072,0.000,,https://nips.cc/virtual/2022/poster/53704,https://openreview.net/pdf?id=peFP9Pl-6-_,offline_nips," We propose a variational framework for sampling in general constrained domains, with theoretical guarantees and practical algorithms.","Sampling methods, as important inference and learning techniques, are typically designed for unconstrained domains. However, constraints are ubiquitous in machine learning problems, such as those on safety, fairness, robustness, and many other properties that must be satisfied to apply sampling resu"
6,ad_F_z27pCx,A Discussion On the Validity of Manifold Learning,Dai Shi; Andi Han; Yi Guo; Junbin Gao,2022,ICLR 2022,main,Withdraw,,Manifold learning;Dimensionality Reduction;Computational Geometry;Simplicial Complex,0,13.645,0.000,,https://openreview.net/forum?id=ad_F_z27pCx,,offline_iclr,,"Dimensionality reduction (DR) and manifold learning (ManL) have been applied extensively in many machine learning tasks, including signal processing, speech recognition, and neuroinformatics. However, the understanding of whether DR and ManL models can generate valid learning results remains unclear"
7,kkvqVRu2Zy,Constrained Diffusion for Protein Design with Hard Structural Constraints,,2026,ICLR 2026,main,Active,"applications to physical sciences (physics, chemistry, biology, etc.)",Constrained Diffusion;Generative Models;Protein Design;Proximal Optimization;Motif Scaffolding,0,13.645,0.000,,https://openreview.net/forum?id=kkvqVRu2Zy,,offline_iclr,,"Diffusion models offer a powerful means of capturing the manifold of realistic protein structures, enabling rapid design for protein engineering tasks. However, existing approaches observe critical failure modes when precise constraints are necessary for functional design. To this end, we present a "
8,ZTZa78mCbie,"For Manifold Learning, Deep Neural Networks Can be Locality Sensitive Hash Functions",Nishanth Dikkala; Gal Kaplun; Rina Panigrahy,2022,ICLR 2022,main,Withdraw,,theory of deep learning;theory of representation learning;manifold learning;locality sensitive hash functions;interpretability,0,13.609,0.000,,https://openreview.net/forum?id=ZTZa78mCbie,,offline_iclr,,"It is well established that training deep neural networks gives useful representations that capture essential features of the inputs. However, these representations are poorly understood in theory and practice. In the context of supervised learning an important question is whether these representati"
9,40f1211589,An Information Geometry of Statistical Manifold Learning,Ke Sun; Stéphane Marchand-Maillet,2014,ICML 2014,main,Poster,,,0,13.588,0.000,,https://proceedings.mlr.press/v32/suna14.html,http://proceedings.mlr.press/v32/suna14.pdf,offline_icml,,Manifold learning seeks low-dimensional representations of high-dimensional data. The main tactics have been exploring the geometry in an input data space and an output embedding space. We develop a manifold learning theory in a hypothesis space consisting of models. A model means a specific instanc
10,dJUb9XRoZI,Constrained Diffusion with Trust Sampling,William Huang; Yifeng Jiang; Tom Van Wouwe; Karen Liu,2024,NIPS 2024,main,Poster,diffusion_based_models,diffusion models;guidance;image generation;human motion,0,13.571,0.000,,https://neurips.cc/virtual/2024/poster/94344,https://openreview.net/pdf?id=dJUb9XRoZI,offline_nips,,"Diffusion models have demonstrated significant promise in various generative tasks; however, they often struggle to satisfy challenging constraints. Our approach addresses this limitation by rethinking training-free loss-guided diffusion from an optimization perspective. We formulate a series of con"
