Rank,ID,Title,Authors,Year,Venue,Track,Status,Primary Area,Keywords,Citations,BM25 Score,Combined Score,DOI,URL,PDF,Source,TLDR,Abstract
1,,TPTU: Task Planning and Tool Usage of Large Language Model-based AI Agents,Jingqing Ruan; Yihong Chen; Bin Zhang; Zhiwei Xu; Tianpeng Bao,2023,arXiv.org,,,,,164,0.000,0.264,10.48550/arXiv.2308.03427,https://www.semanticscholar.org/paper/5ce94181ea702f69c3651dce721d6bd8026b8106,https://arxiv.org/pdf/2308.03427,semantic_scholar,,
2,,Transforming Conversations with AI—A Comprehensive Study of ChatGPT,Gaurang Bansal; V. Chamola; Amir Hussain; Mohsen Guizani; D. Niyato,2024,Cognitive Computation,,,,,100,0.000,0.243,10.1007/s12559-023-10236-2,https://www.semanticscholar.org/paper/4946299870c72383e64ec63923de62c74094e632,,semantic_scholar,,
3,,Towards Guaranteed Safe AI: A Framework for Ensuring Robust and Reliable AI Systems,David Dalrymple; J. Skalse; Y. Bengio; Stuart Russell; Max Tegmark,2024,arXiv.org,,,,,91,0.000,0.289,10.48550/arXiv.2405.06624,https://www.semanticscholar.org/paper/d81e8d1d3c8acbcf9755ef470098b9c02adf5963,,semantic_scholar,,"Ensuring that AI systems reliably and robustly avoid harmful or dangerous behaviours is a crucial challenge, especially for AI systems with a high degree of autonomy and general intelligence, or systems used in safety-critical contexts. In this paper, we will introduce and define a family of approac"
4,,GAIA-2: A Controllable Multi-View Generative World Model for Autonomous Driving,Lloyd Russell; Anthony Hu; Lorenzo Bertoni; George Fedoseev; Jamie Shotton,2025,arXiv.org,,,,,64,0.000,0.248,10.48550/arXiv.2503.20523,https://www.semanticscholar.org/paper/234159e46e429d0ccd3718110861ec81d9c5dfe1,,semantic_scholar,,"Generative models offer a scalable and flexible paradigm for simulating complex environments, yet current approaches fall short in addressing the domain-specific requirements of autonomous driving - such as multi-agent interactions, fine-grained control, and multi-camera consistency. We introduce GA"
5,,XAI-IDS: Toward Proposing an Explainable Artificial Intelligence Framework for Enhancing Network Intrusion Detection Systems,Osvaldo Arreche; Tanish Guntur; Mustafa Abdallah,2024,Applied Sciences,,,,,51,0.000,0.257,10.3390/app14104170,https://www.semanticscholar.org/paper/6c9e74de76d15f7d3ad18eeaa31ebcad31da5751,https://www.mdpi.com/2076-3417/14/10/4170/pdf?version=1715781831,semantic_scholar,,"The exponential growth of network intrusions necessitates the development of advanced artificial intelligence (AI) techniques for intrusion detection systems (IDSs). However, the reliance on AI for IDSs presents several challenges, including the performance variability of different AI models and the"
6,,MIMO: Controllable Character Video Synthesis with Spatial Decomposed Modeling,Yifang Men; Yuan Yao; Miaomiao Cui; Liefeng Bo,2024,Computer Vision and Pattern Recognition,,,,,50,0.000,0.188,10.1109/CVPR52734.2025.01973,https://www.semanticscholar.org/paper/37c6633ed3f305d8533b50de404fee6fe6a1b1d5,,semantic_scholar,,"Character video synthesis aims to produce realistic videos of animatable characters within lifelike scenes. As a fundamental problem in the computer vision and graphics community, 3D works typically require multi-view captures for per-case training, which severely limits their applicability of model"
7,,Electrocardiogram Signals Classification Using Deep-Learning-Based Incorporated Convolutional Neural Network and Long Short-Term Memory Framework,Alaa Eleyan; Ebrahim Alboghbaish,2024,De Computis,,,,,39,0.000,0.196,10.3390/computers13020055,https://www.semanticscholar.org/paper/392769d90f8fe1447f18bb2c7dd3eb721e6a186c,https://www.mdpi.com/2073-431X/13/2/55/pdf?version=1708308814,semantic_scholar,,"Cardiovascular diseases (CVDs) like arrhythmia and heart failure remain the world’s leading cause of death. These conditions can be triggered by high blood pressure, diabetes, and simply the passage of time. The early detection of these heart issues, despite substantial advancements in artificial in"
8,,PhysTwin: Physics-Informed Reconstruction and Simulation of Deformable Objects from Videos,Hanxiao Jiang; Hao-Yu Hsu; Kaifeng Zhang; Hsin-Ni Yu; Shenlong Wang,2025,arXiv.org,,,,,31,0.000,0.212,10.48550/arXiv.2503.17973,https://www.semanticscholar.org/paper/b05d2376027fb08d43e67b5dd88a07614791e5a5,,semantic_scholar,,"Creating a physical digital twin of a real-world object has immense potential in robotics, content creation, and XR. In this paper, we present PhysTwin, a novel framework that uses sparse videos of dynamic objects under interaction to produce a photo- and physically realistic, real-time interactive "
9,,A Mean-Field-Game-Integrated MPC-QP Framework for Collision-Free Multi-Vehicle Control,Liancheng Zheng; Xuemei Wang; Feng Li; Zebing Mao; Zhen Tian,2025,Drones,,,,,25,0.000,0.209,10.3390/drones9050375,https://www.semanticscholar.org/paper/9ed6f28992be83302f720a14f38c5bd52aca6a03,,semantic_scholar,,"In recent years, rapid progress in autonomous driving has been achieved through advances in sensing, control, and earning. However, as the complexity of traffic scenarios increases, ensuring safe interaction among vehicles remains a formidable challenge. Recent works combining artificial potential f"
10,,Exploring Social Posterior Collapse in Variational Autoencoder for Interaction Modeling,Chen Tang; Wei Zhan; M. Tomizuka,2021,Neural Information Processing Systems,,,,,24,0.000,0.127,,https://www.semanticscholar.org/paper/418d6e44dda3327bdf19f079c1bdd54153777657,,semantic_scholar,,Multi-agent behavior modeling and trajectory forecasting are crucial for the safe navigation of autonomous agents in interactive scenarios. Variational Autoencoder (VAE) has been widely applied in multi-agent interaction modeling to generate diverse behavior and learn a low-dimensional representatio
