Rank,ID,Title,Authors,Year,Venue,Track,Status,Primary Area,Keywords,Citations,BM25 Score,Combined Score,DOI,URL,PDF,Source,TLDR,Abstract
1,article-26896,Solving Math Word Problems concerning Systems of Equations with GPT-3,Mingyu Zong; Bhaskar Krishnamachari,2023,AAAI 2023,eaai symposium ai for education,Technical,,,0,27.052,0.000,,https://ojs.aaai.org/index.php/AAAI/article/view/26896,https://ojs.aaai.org/index.php/AAAI/article/view/26896/26668,offline_aaai,,"Researchers have been interested in developing AI tools to help students learn various mathematical subjects. One challenging set of tasks for school students is learning to solve math word problems. We explore how recent advances in natural language processing, specifically the rise of powerful tra"
2,2024.acl-long.852,DocMath-Eval: Evaluating Math Reasoning Capabilities of LLMs in Understanding Long and Specialized Documents,Yilun Zhao; Yitao Long; Hongjun Liu; Ryo Kamoi; Linyong Nan,2024,ACL 2024,main,Long,,,0,26.334,0.000,,https://aclanthology.org/2024.acl-long.852/,https://aclanthology.org/2024.acl-long.852.pdf,offline_acl,,"Recent LLMs have demonstrated remarkable performance in solving exam-like math word problems. However, the degree to which these numerical reasoning skills are effective in real-world scenarios, particularly in expert domains, is still largely unexplored. This paper introduces DocMath-Eval, a compre"
3,8wIgDG87jn,MorphAgent: Empowering Agents through Self-Evolving Profiles and Decentralized Collaboration,Siyuan Lu; Jiaqi Shao; Bing Luo; Tao Lin,2025,ICLR 2025,main,Reject,"other topics in machine learning (i.e., none of the above)",self-evolving LLM agent;multi-agent collaboration,0,26.121,0.000,,https://openreview.net/forum?id=8wIgDG87jn,,offline_iclr,,"Large Language Model (LLM) based multi-agent systems (MAS) have shown promise in tackling complex tasks, but often rely on predefined roles and centralized coordination, limiting their adaptability to evolving challenges. This paper introduces $MorphAgent$, a novel framework for $\textit{decentraliz"
4,E4hK8t7Fts,Improving Large Language Model Fine-tuning for Solving Math Problems,Yixin Liu; Avi Singh; C. Daniel Freeman; John D Co-Reyes; Peter J Liu,2024,ICLR 2024,main,Reject,"representation learning for computer vision, audio, language, and other modalities",Math Problem Solving;Large Language Models,0,25.507,0.000,,https://openreview.net/forum?id=E4hK8t7Fts,,offline_iclr,,"Despite their success in many natural language tasks, solving math problems remains a significant challenge for large language models (LLMs). A large gap exists between LLMs' pass-at-one and pass-at-N performance in solving math problems, suggesting LLMs might be close to finding correct solutions, "
5,2024.findings-emnlp.980,Solving for X and Beyond: Can Large Language Models Solve Complex Math Problems with More-Than-Two Unknowns?,Kuei-Chun Kao; Ruochen Wang; Cho-Jui Hsieh,2024,EMNLP 2024,main,finding,,,0,25.488,0.000,,https://aclanthology.org/2024.findings-emnlp.980/,https://aclanthology.org/2024.findings-emnlp.980.pdf,offline_emnlp,,"Large Language Models have demonstrates remarkable performance in solving math problems, a hallmark of human intelligence.Despite high success rates on current benchmarks, however, these often feature simple problems with only one or two unknowns, which do not sufficiently challenge their reasoning "
6,article-29949,MathAttack: Attacking Large Language Models towards Math Solving Ability,Zihao Zhou; Qiufeng Wang; Mingyu Jin; Jie Yao; Jianan Ye,2024,AAAI 2024,main,Technical,natural language processing ii,,0,24.898,0.000,,https://ojs.aaai.org/index.php/AAAI/article/view/29949,https://ojs.aaai.org/index.php/AAAI/article/view/29949/31658,offline_aaai,,"With the boom of Large Language Models (LLMs), the research of solving Math Word Problem (MWP) has recently made great progress. However, there are few studies to examine the robustness of LLMs in math solving ability. Instead of attacking prompts in the use of LLMs, we propose a MathAttack model to"
7,2025.coling-industry.40,BackMATH: Towards Backward Reasoning for Solving Math Problems Step by Step,Shaowei Zhang; Deyi Xiong,2025,COLING 2025,main,Industry,,,0,24.896,0.000,,https://aclanthology.org/2025.coling-industry.40/,https://aclanthology.org/2025.coling-industry.40.pdf,offline_coling,,"Large language models (LLMs) have achieved impressive results in reasoning, particularly in multi-step reasoning tasks. However, when faced with more complex mathematical problems, the performance of LLMs drops significantly. To address this issue, in this paper, we propose a backward reasoning data"
8,4R71pdPBZp,Self-Evolving Multi-Agent Collaboration Networks for Software Development,Yue Hu; Yuzhu Cai; Yaxin Du; Xinyu Zhu; Xiangrui Liu,2025,ICLR 2025,main,Poster,"foundation or frontier models, including LLMs",Software development;LLM;Multi-agent collaboration,0,24.774,0.000,,https://iclr.cc/virtual/2025/poster/31011,https://openreview.net/pdf?id=4R71pdPBZp,offline_iclr,,"LLM-driven multi-agent collaboration (MAC) systems have demonstrated impressive capabilities in automatic software development at the function level. However, their heavy reliance on human design limits their adaptability to the diverse demands of real-world software development.
To address this lim"
9,VR2RdSxtzs,MACM: Utilizing a Multi-Agent System for Condition Mining in Solving Complex Mathematical Problems,Bin Lei; Yi Zhang; Shan Zuo; Ali Payani; Caiwen Ding,2024,NIPS 2024,main,Poster,natural_language_processing,Multi-Agent;Prompting;LLM;Math problem,0,24.678,0.000,,https://neurips.cc/virtual/2024/poster/94899,https://openreview.net/pdf?id=VR2RdSxtzs,offline_nips,,"Recent advancements in large language models, such as GPT-4, have demonstrated remarkable capabilities in processing standard queries. Despite these advancements, their performance substantially declines in advanced mathematical problems requiring complex, multi-step logical reasoning. To enhance th"
10,cZi1njoRT6,Leveraging Online Olympiad-Level Math Problems for LLMs Training and Contamination-Resistant Evaluation,Sadegh Mahdavi; Muchen Li; Kaiwen Liu; Christos Thrampoulidis; Leonid Sigal,2025,ICML 2025,main,Poster,deep_learning->large_language_models,Mathematical Reasoning;Large Language Models;Evaluation,0,24.291,0.000,,https://icml.cc/virtual/2025/poster/44681,https://openreview.net/pdf?id=cZi1njoRT6,offline_icml,,"Advances in Large Language Models (LLMs) have sparked interest in their ability to solve Olympiad-level math problems. 
However, the training and evaluation of these models are constrained by the limited size and quality of available datasets, as creating large-scale data for such advanced problems "
11,xToDNYv0GZ,EvoCurr: Self-evolving Curriculum with Behavior Code Generation for Complex Decision-making,,2026,ICLR 2026,main,Active,"applications to computer vision, audio, language, and other modalities",LLM Agents;Complex Task;Behavior Code;Self-evolve,0,24.033,0.000,,https://openreview.net/forum?id=xToDNYv0GZ,,offline_iclr,,"While large language models (LLMs) demonstrate remarkable capabilities across diverse domains, they fail catastrophically on high-complexity tasks requiring long-horizon reasoning and multi-step coordination. To address this problem, we present EvoCurr, a self-evolving curriculum learning framework "
12,Bgz3okeZ7H,AoPS Dataset: Leveraging Online Olympiad-Level Math Problems for LLMs Training and Contamination-Resistant Evaluation,Sadegh Mahdavi; Muchen Li; Kaiwen Liu; Christos Thrampoulidis; Leonid Sigal,2025,ICLR 2025,main,Reject,"foundation or frontier models, including LLMs",Mathematical Reasoning;Large Language Models,0,23.997,0.000,,https://openreview.net/forum?id=Bgz3okeZ7H,,offline_iclr,,"Advances in Large Language Models (LLMs) have sparked interest in their ability to solve Olympiad-level math problems. 
However, the training and evaluation of these models are constrained by the limited size and quality of available datasets, as creating large-scale data for such advanced problems "
